,id,artist_name,track_name,album_name,artist_genre,artist_popularity,track_popularity,artist_followers,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
369,6qEGo4kAg8RK7svtm6WWQm,Seo Young Eun,칵테일 사랑,Remake Romantic 2,[],26,35,3047,213708,0.454,6,-7.268,0.035,0.736,0.0,0.111,0.836,98.054,213708,4
370,1ioWMsy1V8yJv2O98tOD69,Seo Young Eun,좋아 좋아,Remake Romantic 2,[],26,26,3047,193228,0.748,7,-4.38,0.0296,0.708,0.0,0.119,0.524,106.903,193228,4
371,0CL6aThLlNU6hlFMsuAfZo,Fly to the Sky,사랑해요 우리 (With GUMMY),Transition [Repackage],['classic k-pop'],23,4,2905,251560,0.474,5,-5.102,0.0301,0.389,0.0,0.152,0.203,125.313,251560,4
372,504YbHwE9fytr1RFlYHlkp,Fly to the Sky,피 (避),Transition [Repackage],['classic k-pop'],23,8,2905,260987,0.624,6,-4.956,0.0434,0.462,1.67e-06,0.116,0.252,129.886,260987,4
373,5ioK5twb6iLIXSc5TZO40N,Fly to the Sky,남자답게,Transition [Repackage],['classic k-pop'],23,7,2905,230973,0.623,5,-4.984,0.0371,0.455,0.0,0.0954,0.225,58.355,230973,4
374,68fLjAO2M0FuG7OPXZDg9U,Lee Ki-chan,미인,Para Ti,"['korean pop', 'korean singer-songwriter']",26,21,3377,218279,0.522,0,-4.482,0.0306,0.559,0.0,0.247,0.282,133.739,218279,4
375,3g9dsWl0Ha2p24WgbOxGQt,IVY,이럴거면 Ileolgeomyeon,A Sweet Moment,['classic k-pop'],12,0,2394,234587,0.486,7,-5.928,0.036,0.716,0.0,0.135,0.213,135.097,234587,4
376,19zYfQkWuVQhRGbJkuiZqM,IVY,"유혹의 소나타 Yuhog-Ui Sonata (Sampling Fur Elise, L.Van Beethoven)",A Sweet Moment,['classic k-pop'],12,0,2394,204907,0.907,4,-2.915,0.422,0.313,1.88e-05,0.0973,0.441,166.894,204907,4
377,64i04gl3UnHzOq8RwocpS5,IVY,Cupido,A Sweet Moment,['classic k-pop'],12,0,2394,189360,0.597,2,-4.668,0.0937,0.0586,0.0,0.0722,0.731,135.004,189360,4
378,3nQVgnFTVEYjeXIkWG0C6l,IVY,사랑아 어떻게 Salang-A Eotteohge,A Sweet Moment,['classic k-pop'],12,0,2394,265120,0.407,6,-6.595,0.0381,0.774,0.0,0.254,0.228,67.922,265120,4
379,44Lmw3xva0YOi0i7Lhz87Y,Epik High,白夜,Remapping the Human Soul,"['k-pop', 'k-rap', 'korean old school hip hop', 'korean pop']",56,17,617627,316733,0.803,1,-5.139,0.118,0.03,0.0,0.0912,0.552,93.997,316733,4
380,7hlEhmg5h9XuFtaGfgvqjF,Epik High,Love Love Love,Remapping the Human Soul,"['k-pop', 'k-rap', 'korean old school hip hop', 'korean pop']",56,44,617627,231093,0.881,1,-3.678,0.0646,0.059,0.0,0.17,0.785,127.976,231093,4
381,4X0IXobYpLPiAN2ilOtMnM,Epik High,Fan,Remapping the Human Soul,"['k-pop', 'k-rap', 'korean old school hip hop', 'korean pop']",56,39,617627,224480,0.845,11,-3.397,0.104,0.0596,0.0152,0.0602,0.78,166.013,224480,4
382,6F2Z66l65868PsRjlcinB4,KCM,안녕,안녕/ 사랑이 올까봐,['korean pop'],27,17,31026,242592,0.561,1,-5.164,0.0296,0.456,0.000109,0.141,0.305,137.811,242592,4
383,23yK4oAFMGjq1r5D0Gz35m,Park Hyo Shin,추억은 사랑을 닮아,The Breeze Of Sea,['korean pop'],42,0,126779,329027,0.385,4,-10.127,0.0341,0.772,1.5e-06,0.109,0.155,135.813,329027,4
384,1zLVVqJwCJSH15mUPytYeV,Shin Hye Sung,After Love,SHIN HYE SUNG - Once Again #4,['korean singer-songwriter'],19,12,8764,227200,0.48,5,-7.802,0.0331,0.809,0.0,0.114,0.282,109.929,227200,4
385,55HpKcJUfEHzX8fUMvCjG9,BIGBANG,Lies,Always,"['k-pop', 'k-pop boy group']",66,0,4837537,229120,0.849,6,-5.646,0.064,0.159,0.0,0.93,0.662,125.018,229120,4
386,2snfslcoTG8hPx5lYC5uDs,Monday Kiz,남자야,El Condol Pasa,['korean pop'],34,0,88988,248720,0.591,10,-5.133,0.0386,0.64,0.0,0.119,0.176,133.746,248720,4
387,5PeI8Iu7XMnLV05EcuIZBF,VOS,Now I am,This is Voice Of Soul,['korean pop'],25,28,15316,204960,0.711,2,-6.138,0.0622,0.629,0.0,0.154,0.345,86.734,204960,4
388,1Grp12eACF7wo6zPQj4o88,Yangpa,사랑..그게 뭔데 Salang..Geuge Mwonde,The Windows Of My Soul,['korean ost'],27,0,6340,240067,0.504,1,-4.905,0.0336,0.786,0.0,0.144,0.268,67.722,240067,4
389,3qmMAyFYFx76xkbA0aYfyB,Wonder Girls,Tell me,CHINA SPECIAL EDITION,"['k-pop', 'k-pop girl group']",49,0,553652,218787,0.949,11,-4.933,0.0337,0.103,0.000206,0.259,0.968,126.99,218787,4
390,69yAZy494sfKAMj5gujbaD,Wonder Girls,Irony,DJ Central KPOP Vol. 12,"['k-pop', 'k-pop girl group']",49,0,553652,244578,0.667,5,-4.036,0.0438,0.26,5.8e-06,0.0549,0.904,108.004,244578,4
391,2GPLS9GiUFWBrDohJmsAr5,Leessang,Ballerino (With ALI),Black Sun,['korean pop'],40,0,52493,267320,0.779,7,-4.467,0.0487,0.218,0.0,0.352,0.716,95.041,267320,4
392,2tkG7OyKAhTOriOfHlLPo9,BIGBANG,Dirty Cash,BIGBANG Vol. 1,"['k-pop', 'k-pop boy group']",66,0,4837537,194280,0.924,11,-2.375,0.118,0.0701,0.0,0.137,0.947,129.917,194280,4
393,5t2qlg7EG7qmckTk6usRee,Zia,gazing blankly,Voice Of Heaven,['korean pop'],32,19,36906,216320,0.601,5,-4.005,0.0382,0.701,0.0,0.117,0.394,133.499,216320,4
394,0L94hHzdW2L5qzMPsniIAy,Monday Kiz,새살,El Condol Pasa,['korean pop'],34,0,88988,261013,0.532,10,-5.771,0.0296,0.465,0.0,0.124,0.284,133.828,261013,4
395,44V2lUQHUuUQ97iRuEd1ik,Yoon Mirae,Incomplete,t 3 YOONMIRAE,"['k-pop', 'korean ost', 'korean pop', 'korean r&b']",52,17,272911,277394,0.464,0,-7.809,0.0315,0.444,0.0,0.382,0.404,63.01,277394,4
396,4LzP1kPKXs9sfw3oMqZaM4,VOS,Everyday,This is Voice Of Soul,['korean pop'],25,30,15316,232133,0.737,5,-5.292,0.0945,0.17,0.0,0.0637,0.596,67.539,232133,4
397,4n2LJk7sadmPs7w2eS3UM4,Jang Na-ra,Not Happy,Ladylike,[],27,9,6150,230060,0.467,1,-5.486,0.0306,0.395,0.0,0.147,0.197,143.961,230060,4
398,12BDmSy07zf7Th2JS6uRHx,Baek Ji Young,사랑 하나면 돼,Timeless : The Best,"['k-pop', 'korean pop']",44,19,130130,234880,0.459,7,-6.549,0.0449,0.697,0.0,0.124,0.109,131.05,234880,4
399,0MglWFTEk6iemww6obTH8A,KCM,사랑이 올까봐,안녕/ 사랑이 올까봐,['korean pop'],27,15,31026,291936,0.413,0,-6.192,0.0313,0.758,3.35e-05,0.0986,0.0545,128.533,291936,4
400,2bxSyBq8IRvUZbAPDMHnBm,Brown Eyed Girls,오아시스 (feat.이재훈),떠나라 미스김,"['k-pop', 'k-pop girl group']",42,0,232938,233147,0.843,5,-5.185,0.117,0.119,0.0,0.426,0.783,193.802,233147,4
401,0qQBuGsT79rKtmmfC0V38x,BIGBANG,Haru Haru,Stand Up,"['k-pop', 'k-pop boy group']",66,0,4837537,256360,0.914,6,-5.02,0.0437,0.166,0.0,0.0858,0.675,126.001,256360,4
402,7jVxYmaoAyJnzPBsNX7uWH,Lim Jung Hee,사랑에 미치면 (Feat. 아웃캐스트 빅보이 & J.Y. Park ″The Asian Soul″),Before I Go J-Lim,[],22,4,698,197960,0.683,0,-5.412,0.0564,0.316,0.0,0.621,0.358,92.973,197960,4
403,3o3TSh9220n6pvqzc1ez8V,Wonder Girls,So hot,CHINA SPECIAL EDITION,"['k-pop', 'k-pop girl group']",49,0,553652,182867,0.691,1,-5.855,0.0531,0.0233,0.0128,0.0513,0.965,139.982,182867,4
404,4plIFiwhQGCk4wtws53oRF,Wonder Girls,Nobody,CHINA SPECIAL EDITION,"['k-pop', 'k-pop girl group']",49,0,553652,214253,0.873,3,-4.118,0.077,0.0933,0.00137,0.109,0.921,130.98,214253,4
405,2PwSPJnKZB06XrHAVRH0sV,BIGBANG,Last Farewell,Hot Issue,"['k-pop', 'k-pop boy group']",66,0,4837537,231800,0.934,6,-2.92,0.166,0.0459,0.0,0.116,0.822,135.02,231800,4
406,2DIyC8JaQB6aNfU9JdjIQQ,BIGBANG,My Heaven,Stand Up,"['k-pop', 'k-pop boy group']",66,0,4837537,232933,0.874,0,-4.913,0.0503,0.0821,0.0,0.345,0.546,128.019,232933,4
407,6ANNMivJIkzYXzh8u76IsE,Kim Dong Ryul,Like A Child (feat. ALEX),Monologue,"['k-indie', 'k-rock', 'korean pop', 'korean singer-songwriter', 'world worship']",38,38,74612,213813,0.444,7,-8.181,0.0267,0.702,0.0,0.14,0.285,120.011,213813,4
408,2tSPS5dRintqVulKAKni2T,Epik High,One (feat. 지선),"Pieces, Part One","['k-pop', 'k-rap', 'korean old school hip hop', 'korean pop']",56,42,617627,230320,0.783,1,-4.294,0.0368,0.0765,0.000104,0.0558,0.594,135.02,230320,4
409,3IJexPUhhmglg4sQkYghVX,SG Wannabe,라라라,미시 인기가요,"['k-pop', 'korean ost', 'korean pop']",41,0,158108,273568,0.746,0,-6.276,0.0301,0.217,5.95e-05,0.159,0.442,99.355,273568,4
410,3B37k0JzvTFijJhgf5v7hF,Brown Eyed Girls,어쩌다,My style,"['k-pop', 'k-pop girl group']",42,0,232938,205454,0.913,0,-2.071,0.0372,0.107,0.0,0.697,0.656,129.977,205454,4
411,23n9TqcRSLlFre5DYwyAMT,TAEYANG,ONLY LOOK AT ME - KR Ver.,RISE [+ SOLAR & HOT],['korean r&b'],54,17,823221,240600,0.667,2,-5.166,0.0338,0.261,0.0,0.34,0.861,140.05,240600,4
412,4I6IHs2zavGUgHHXkz8eht,DAVICHI,미워도 사랑하니까,Amaranth,"['k-pop', 'korean pop']",55,30,673217,303133,0.549,7,-6.081,0.0406,0.728,0.0,0.118,0.16,133.849,303133,4
413,471mz72ZjgROhKCiBTvPn0,Monday Kiz,발자국,Inside Story,['korean pop'],34,0,88988,253253,0.597,3,-5.587,0.033,0.26,0.0,0.142,0.502,129.988,253253,4
414,1VnjByC7TUx5A73A4qtgoo,Epik High,우산 (feat. 윤하),"Pieces, Part One","['k-pop', 'k-rap', 'korean old school hip hop', 'korean pop']",56,49,617627,301720,0.71,6,-5.939,0.0279,0.393,0.0,0.488,0.346,113.003,301720,4
415,4ynHaAjvm0pf6jYODbu8mh,JOO,남자 때문에 Because of a Man,어린 여자 Young Lady,[],8,0,196,260827,0.433,6,-5.482,0.0377,0.712,1.85e-05,0.12,0.12,137.877,260827,4
416,3lezH4ocsAaxqVGL8E0pS4,SHINee,Replay,Replay - The First Mini Album,"['k-pop', 'k-pop boy group']",61,48,2724109,216453,0.792,1,-2.219,0.084,0.149,1.84e-06,0.11,0.58,100.009,216453,4
417,2sX8TqQZIEwNHybyH3gXld,TVXQ!,주문 Mirotic - Live,THE 4th WORLD TOUR 'Catch Me' LIVE ALBUM,"['k-pop', 'k-pop boy group']",50,43,750486,216478,0.854,1,-4.185,0.0558,0.21,0.0,0.899,0.56,100.009,216478,4
418,2NmYxLVN4pGMQgf22KRyeJ,VOS,Beautiful Life,This is Voice Of Soul,['korean pop'],25,35,15316,204453,0.91,10,-4.472,0.09,0.21,0.0,0.0693,0.771,99.977,204453,4
419,36c9uu18OUaVGyA7PUf4Tp,DAVICHI,슬픈 다짐,Amaranth,"['k-pop', 'korean pop']",55,22,673217,215467,0.723,7,-4.724,0.0604,0.269,0.0,0.109,0.843,119.932,215467,4
420,3vZbemCD14uBeLTvOfsMft,Son Dam Bi,Crazy Remix (Club Hiphop Version),SonDamBi Remix Vol1.,['classic k-pop'],27,2,11617,196336,0.937,1,-2.991,0.035,0.014,0.0,0.0946,0.894,123.976,196336,4
421,5c6gsqlBG41uL4NhQIUTPM,One Two,Bad Girl,Fun'ch,[],7,11,60,221077,0.517,9,-5.84,0.0515,0.0996,0.0,0.253,0.661,207.996,221077,4
422,1hFkRDwYMEDUruJmJ1mhhk,Brown Eyed Girls,You,My style,"['k-pop', 'k-pop girl group']",42,0,232938,210494,0.926,7,-3.106,0.0575,0.146,0.0,0.1,0.94,89.986,210494,4
423,5ZvOiFNa14akPXHddJgYFW,Epik High,1분 1초 (feat. 타루),Lovescream,"['k-pop', 'k-rap', 'korean old school hip hop', 'korean pop']",56,40,617627,268133,0.802,4,-6.162,0.151,0.282,0.000328,0.369,0.34,77.481,268133,4
424,7vO4WufswDsXsFoMn49Qhi,Alex,화분 Flowerpot - Bonus Track,My Vintage Romance,[],25,0,2134,265667,0.4,11,-9.427,0.0255,0.0509,0.00042,0.129,0.237,140.009,265667,4
425,6uFd3V3el6ZQSOyFiBakBJ,Wonder Girls,Stupid boy,CHINA SPECIAL EDITION,"['k-pop', 'k-pop girl group']",49,0,553652,229387,0.561,9,-6.401,0.0305,0.015,6.09e-05,0.108,0.513,103.003,229387,4
426,6vUMH9CjpspIMvDmTxp6To,BIGBANG,A Good Man,Stand Up,"['k-pop', 'k-pop boy group']",66,0,4837537,206347,0.633,3,-6.268,0.0402,0.26,0.0,0.0711,0.794,124.988,206347,4
427,0vDO1LdFgqIFzETMGt5evD,BIGBANG,Sunset Glow,Remember,"['k-pop', 'k-pop boy group']",66,0,4837537,204920,0.87,8,-2.27,0.0543,0.0897,0.0,0.14,0.618,124.992,204920,4
428,6nWWyIvhR8mg0ACsi7Xz3e,Hwanhee,내 사람,베토벤 바이러스 Original Television Soundtrack,"['korean ost', 'korean pop']",27,34,18057,277827,0.458,8,-5.782,0.0319,0.632,0.0,0.113,0.227,135.945,277827,4
429,2oJumvALZrts4rOI3c5nGL,2PM,10 Out of 10,Member's Selection,"['k-pop', 'k-pop boy group']",52,43,674604,203148,0.918,8,-4.223,0.0718,0.046,0.0,0.291,0.753,108.977,203148,4
430,5k4HUtA9epHfM3IjXAzJ4R,Noblesse,There is no regret,Last Romanticist,[],6,8,148,260078,0.867,7,-5.973,0.354,0.128,0.0,0.135,0.474,170.212,260078,4
431,1TnykJShAmwjk8y1WZSD3W,Baek Ji Young,like being shot by a bullet,Sensibility,"['k-pop', 'korean pop']",44,48,130130,237453,0.768,10,-1.969,0.0263,0.638,0.0,0.153,0.608,91.995,237453,4
432,0SU8LNADCB8fVuI78UcmW1,KCM,클래식,Kingdom,['korean pop'],27,12,31026,249861,0.628,6,-4.844,0.0316,0.665,1.08e-05,0.121,0.184,135.79,249861,4
433,32wMuKcgb7CTEKZkyb8bmk,BIGBANG,Oh My Friend (Feat. No Brain),Stand Up,"['k-pop', 'k-pop boy group']",66,0,4837537,209920,0.89,9,-4.253,0.0623,0.00141,0.0,0.344,0.4,142.047,209920,4
434,47v4YFJCMTncZYieEB14LD,Alex,그대라면 If You,My Vintage Romance,[],25,0,2134,248253,0.322,5,-8.466,0.0273,0.543,0.0,0.119,0.0966,135.934,248253,4
435,69VFSkc7Eca09fnUxSL5nw,Girls' Generation,Baby Baby,BABYBABY,"['k-pop', 'k-pop girl group']",61,35,2131227,191520,0.871,6,-3.16,0.0605,0.452,0.0,0.226,0.834,95.027,191520,4
436,5OqpfkerEQGI9QppSObwkQ,Untouchable,다줄께,Quiet Storm,"['k-pop', 'k-rap']",28,32,4623,232986,0.96,6,-2.049,0.0451,0.25,0.0,0.215,0.957,123.996,232986,4
437,0c0cm29syGPcghRd7GPIf0,Untouchable,IT'S OKAY,Quiet Storm,"['k-pop', 'k-rap']",28,36,4623,241267,0.821,1,-5.381,0.0632,0.0699,0.0,0.15,0.823,149.962,241267,4
438,0J3DXNGMAW5ZcspbCB6Is6,2NE1,Lollipop (Bonus Track) [BIGBANG & 2NE1],1st Mini Album,"['dance pop', 'k-pop', 'k-pop girl group']",58,0,2194835,3056,0.0,0,-9.764,0.0,0.0,0.0,0.0,0.0,0.0,3056,0
439,1FzFvaAsZu5pf6OzP0BGWm,2NE1,Fire,1st Mini Album,"['dance pop', 'k-pop', 'k-pop girl group']",58,0,2194835,3056,0.0,0,-9.764,0.0,0.0,0.0,0.0,0.0,0.0,3056,0
440,1ngjOOnT87o8hjPtO5BtB6,2NE1,I Don't Care,1st Mini Album,"['dance pop', 'k-pop', 'k-pop girl group']",58,0,2194835,3056,0.0,0,-9.764,0.0,0.0,0.0,0.0,0.0,0.0,3056,0
441,0gDVYkViiShWmhYHTahnSZ,Brown Eyed Girls,Abracadabra (Dondake Beauty Mix),SIGN (Japanese Ver.),"['k-pop', 'k-pop girl group']",42,29,232938,185219,0.778,0,-3.202,0.178,0.0507,5.28e-05,0.057,0.862,127.999,185219,4
442,7srvnnOqbKjnI4MuZYTg2H,Brown Eyed Girls,Sign,Sound-G Sign,"['k-pop', 'k-pop girl group']",42,0,232938,205121,0.875,1,-4.029,0.0674,0.054,0.0,0.302,0.836,133.992,205121,4
443,3eyqnTosGmCXZPOW6MHUlt,Girls' Generation,Gee - Korean version,THE FIRST MINI ALBUM - Gee,"['k-pop', 'k-pop girl group']",61,0,2131227,200213,0.925,1,-1.011,0.028,0.255,0.0,0.0987,0.762,99.982,200213,4
444,1tFhWzof5O1RLXunhi8EGM,G-DRAGON,Heartbreaker,Heartbreaker,"['k-pop', 'k-rap']",59,0,2707346,202547,0.792,0,-3.746,0.0614,0.0987,0.0,0.1,0.45,134.965,202547,4
445,6UhuLchBbECFr1CoKar9HR,2PM,Again&again,01:59PM,"['k-pop', 'k-pop boy group']",52,0,674604,245560,0.674,1,-5.205,0.0718,0.112,0.0,0.106,0.686,126.983,245560,4
446,5w18nowVMRZrC5Na9Vxoth,SUPER JUNIOR,"쏘리 쏘리 Sorry, Sorry","쏘리 쏘리 Sorry, Sorry - The 3rd Album","['k-pop', 'k-pop boy group']",58,61,2226260,232333,0.972,11,-2.359,0.0352,0.0226,2.57e-06,0.267,0.962,129.946,232333,4
447,5eRAZCLutVhc6Ig652gTyI,Outsider,외톨이,MAESTRO,"['k-pop', 'k-rap', 'korean old school hip hop']",32,0,18537,191360,0.918,0,-4.548,0.0906,0.318,0.000118,0.407,0.547,124.96,191360,4
448,0a0M1XuLAN2CSlUWryj903,DAVICHI,8282,Davichi In Wonderland,"['k-pop', 'korean pop']",55,47,673217,219160,0.675,2,-5.6,0.0783,0.0806,0.0,0.095,0.277,143.037,219160,3
449,6XeBqBxqyGU6y6NzTG1iqD,T-ARA,Bo Peep Bo Peep,Breaking Heart,"['k-pop', 'k-pop girl group']",50,0,717741,225019,0.958,1,-3.631,0.0312,0.00944,0.000149,0.184,0.971,128.027,225019,4
450,5ZRS1jfampQ4mVfNidYZfk,Roo'RA,3!4!,All System Go,['classic k-pop'],25,38,4683,249420,0.937,7,-3.766,0.0733,0.167,1.09e-05,0.0572,0.769,122.417,249420,4
451,3VuQoOFwJdcQ5IOamXlWZa,SECHSKIES,Couple,Special,"['classic k-pop', 'k-pop', 'k-pop boy group']",36,42,133240,250067,0.88,7,-2.712,0.0319,0.0554,3.67e-05,0.497,0.891,110.025,250067,4
452,6A1uiSNxlOU8sndZRh9oZB,god,촛불하나 One Candle,Chapter 3,"['classic k-pop', 'k-pop boy group', 'korean pop']",38,41,29983,211253,0.584,7,-8.335,0.228,0.126,0.0,0.0836,0.692,102.054,211253,4
453,0qD5kstOSUeLUQgW3cuhcD,Fin.K.L,To My Boyfriend,Fine Killing Liberty : Blue Rain,"['classic k-pop', 'k-pop girl group']",30,37,25764,238467,0.857,11,-5.884,0.032,0.0112,0.00798,0.364,0.909,135.007,238467,4
454,0WSS3DmpxUIxrbLK6ETXTu,YTC,정,1집-정,['classic k-pop'],18,31,935,230792,0.927,2,-6.127,0.0475,0.0359,8.21e-05,0.224,0.971,133.019,230792,4
456,3z6VUjAfvYveNtr31Mxe4V,Diva,그래,Funky Diva,[],9,21,332,210077,0.969,7,-4.118,0.247,0.0807,0.0,0.229,0.694,125.649,210077,4
457,0K25zmumCzn2kFmh9zcLWy,H.O.T.,CANDY,We Hate All Kinds of Violence... - The 1st Album,"['classic k-pop', 'k-pop']",35,47,41166,217227,0.977,10,-2.318,0.044,0.134,0.0,0.145,0.951,119.988,217227,4
458,2bAMoEukdKb0Rk4u6IcUM3,Lim Jae Bum,이밤이지나면,임재범1집,"['korean ost', 'korean pop']",32,35,36374,250279,0.621,5,-8.877,0.0234,0.322,7.5e-05,0.0698,0.786,96.297,250279,4
459,35gsxb0rqBnLX7G3TwCulU,Seo Taiji and Boys,To You,Seotaiji and Boys II,"['classic k-pop', 'k-rock', 'korean old school hip hop']",30,30,24233,277160,0.497,7,-7.514,0.0293,0.0475,0.0,0.113,0.237,149.85,277160,4
460,1lilimwLEAWFlImqjke27f,DJ DOC,사랑을 아직도 난 I Don't Know Love,The Life… DOC Blues,"['classic k-pop', 'k-rap']",27,23,18570,224840,0.93,9,-4.604,0.0442,0.0518,2.13e-05,0.0942,0.876,124.037,224840,4
461,643JzHUBRtTPVPmGatwe79,god,0%,Chapter 5 Letter,"['classic k-pop', 'k-pop boy group', 'korean pop']",38,30,29983,228867,0.698,0,-8.168,0.0517,0.192,0.0,0.0735,0.502,126.049,228867,4
462,4KA4iwe4NeFptO6mnDfvbI,Space A,섹시한 남자,Re-turn,['classic k-pop'],10,26,313,229630,0.977,1,-1.695,0.164,0.049,0.0,0.184,0.761,132.002,229630,4
463,5rpFNrOoB6rVKc0K8Gv9Qx,TURBO,December,BORN AGAIN,['classic k-pop'],31,35,15094,260833,0.667,7,-5.504,0.0466,0.32,0.0,0.0944,0.791,103.05,260833,4
464,2WOcdPaRHZp20PwaGOk602,Lee Ji Hye,SWEETY,투유 프로젝트 - 슈가맨 Pt.33,[],17,24,288,212195,0.947,10,-1.911,0.0883,0.108,0.0,0.0717,0.893,119.979,212195,4
465,77YoqCURhIcsoJRm0LefeM,Lim Changjung,늑대와 함께 춤을,늑대와 함께 춤을,['korean pop'],38,22,83296,253427,0.858,6,-6.002,0.0458,0.00161,3.37e-05,0.266,0.866,143.008,253427,4
466,4ozA939dJl4dnAtwM8LObN,god,사랑해 그리고 기억해 Love You and Remember You,Chapter 2,"['classic k-pop', 'k-pop boy group', 'korean pop']",38,37,29983,262293,0.569,5,-5.234,0.145,0.0267,0.0,0.0265,0.78,167.978,262293,4
467,6NZUXr27vdx8gyWxVRrkLS,Fin.K.L,Blue Rain,Fine Killing Liberty : Blue Rain,"['classic k-pop', 'k-pop girl group']",30,31,25764,260560,0.575,2,-6.36,0.0296,0.335,1.22e-06,0.142,0.478,138.97,260560,4
468,2lKsvGliy7BB10dKgrfdz0,DJ DOC,머피의 법칙,DJ DOC Best Of Best Panda Mix Vol. 1,"['classic k-pop', 'k-rap']",27,23,18570,185940,0.995,10,-3.038,0.0647,0.0361,7.87e-05,0.403,0.809,127.78,185940,4
469,3oiWco0alxrw4qtM9EO3nx,Roo'RA,연인,The Final 5집,['classic k-pop'],25,18,4683,225585,0.952,2,-2.873,0.0796,0.178,6.33e-06,0.228,0.96,136.415,225585,4
470,7BrWFGg6iIfSVDO7IVKAbN,S.E.S.,Just A Feeling - Original Version,Choose My Life-U - The 5th Album,"['classic k-pop', 'k-pop', 'k-pop girl group']",39,35,53948,228000,0.947,8,-4.47,0.0634,0.0824,0.0,0.0829,0.822,111.991,228000,4
471,2LZFzlYZlSKxsMqF8exJJs,Steve Yoo,I hope you find,Yoo Seung Jun Best Collection 1,['classic k-pop'],17,16,1513,226840,0.98,9,-1.91,0.0802,0.0244,0.0,0.378,0.676,118.011,226840,4
472,0I6Ku311dBJ3RElClEwufw,JINUSEAN,Phone Number,YG 10th Anniversary,"['classic k-pop', 'k-rap']",27,0,23730,213307,0.768,2,-5.326,0.0945,0.0545,4.82e-05,0.118,0.945,87.978,213307,4
473,1Etx1PDaiB815MlYqs5AAF,Clon,꿍따리 샤바라,Are You Ready?,['classic k-pop'],28,0,5438,231131,0.987,4,-3.105,0.0645,0.195,1.15e-06,0.32,0.894,138.902,231131,4
474,3DMDjAQIOltnIUvIyUjUT4,TURBO,White love,PERFECT LOVE,['classic k-pop'],31,31,15094,200098,0.958,5,-3.834,0.0518,0.0442,0.0,0.0696,0.69,136.032,200098,4
475,7B04nsd6Y08zVUHSZ2THj4,COOL,애상,Cool Best,['classic k-pop'],36,37,26285,209660,0.95,7,-3.712,0.0488,0.0368,3.24e-05,0.318,0.925,124.046,209660,4
476,6hl3GBSlDJbh5zBUhA3jVU,god,Friday Night,Chapter 2,"['classic k-pop', 'k-pop boy group', 'korean pop']",38,30,29983,215067,0.747,1,-3.807,0.0554,0.012,1.62e-05,0.0479,0.604,110.044,215067,4
477,10dxjxvKWTuJmG6vBKMz8j,Fin.K.L,Ruby,Fine Killing Liberty : Blue Rain,"['classic k-pop', 'k-pop girl group']",30,32,25764,251973,0.76,7,-6.864,0.0355,0.216,1.69e-06,0.245,0.941,105.022,251973,4
478,0QxCpNGS8ZgDAx5aZldkgi,황혜영,일과 이분의 일,투유 프로젝트 - 슈가맨 Pt.33,[],13,31,362,237029,0.923,4,-2.015,0.0355,0.178,0.0,0.13,0.923,201.865,237029,4
479,66Ea5DkLH0Ok6wR2zuqZcM,Un,파도,Traveling You,['classic k-pop'],27,40,8093,251847,0.954,3,-3.153,0.0367,0.0632,0.0,0.387,0.809,138.05,251847,4
480,0zj8YC6M3Jgr6Cev1uxpGS,DEUX,여름 안에서,Rhythm Light Beat Black,['classic k-pop'],22,0,6686,273814,0.699,8,-12.876,0.0379,0.151,0.000361,0.36,0.944,105.018,273814,4
481,20meJLrbx2d5ZQvnREPbMD,DJ DOC,무아지경 Complete Absence of Ego,삐걱삐걱 Creak Creak,"['classic k-pop', 'k-rap']",27,10,18570,213627,0.952,11,-3.703,0.0437,0.00222,0.0,0.0625,0.735,139.985,213627,4
482,2V5GbCpKcI5DhoNIYSQmVT,Steve Yoo,Love song,Yoo Seung Jun Best Collection 1,['classic k-pop'],17,17,1513,260653,0.929,11,-4.441,0.0384,0.0319,0.0,0.229,0.891,117.967,260653,4
483,3AQSMJvDOtMOWq1qDfnvCE,Baby V.O.X,야야야,Baby Vox Ⅱ,[],18,29,158,230821,0.88,9,-2.598,0.031,0.229,0.0,0.231,0.802,112.03,230821,4
484,5Z9XEChtLbIozP1JQlEjFP,Fin.K.L,영원한 사랑,White,"['classic k-pop', 'k-pop girl group']",30,36,25764,249227,0.89,7,-4.785,0.035,0.0459,0.0194,0.0749,0.649,138.016,249227,4
485,2ppv5E2a22qoXwYdL6GjvS,H.O.T.,Full of happiness,Wolf And Sheep,"['classic k-pop', 'k-pop']",35,37,41166,211373,0.937,11,-5.637,0.0523,0.0111,1.18e-06,0.177,0.77,133.046,211373,4
486,4bc5sd4879NNscD29BGvWk,JAURIM,"Hey, Hey, Hey",Jaurim 'True' Live,"['k-indie', 'k-rock', 'korean pop']",42,0,47184,175080,0.976,9,-6.303,0.149,0.00539,0.0205,0.929,0.327,137.478,175080,4
487,50v7kJct6JL1Sm9nxml41L,Un,선물,Traveling You,['classic k-pop'],27,36,8093,265117,0.519,11,-5.38,0.0287,0.5,0.0,0.54,0.106,139.968,265117,4
488,6pBKrXpNe0BHNfi8hJ5IEY,Click-B,Cowboy,Suprise Party Collection,"['classic k-pop', 'k-rap']",20,21,6819,208927,0.84,1,-4.017,0.164,0.0449,0.0,0.318,0.826,96.951,208927,4
