,id,artist_name,track_name,album_name,artist_genre,artist_popularity,track_popularity,artist_followers,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Harry's House,['pop'],94,93,21396163,167303,0.731,6,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
1,75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Hounds Of Love,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",80,94,1106089,298933,0.547,10,-13.123,0.055,0.72,0.00314,0.0604,0.197,108.375,298933,4
2,6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny,Me Porto Bonito,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,98,49880269,178567,0.712,1,-5.105,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4
3,6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,Glimpse of Us,"['alternative r&b', 'viral pop']",81,89,5992900,233456,0.317,8,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3
4,3k3NWokhRRkEPhCzPmV8TW,Bad Bunny,Ojitos Lindos,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,98,49880269,258299,0.686,3,-5.745,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299,4
5,1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,97,49880269,243717,0.715,5,-5.198,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4
6,10SRMwb9EuVS1K9rYsBfHQ,BTS,Yet To Come,Proof,"['k-pop', 'k-pop boy group']",92,90,50895817,193594,0.885,1,-4.515,0.189,0.0432,0.0,0.333,0.683,172.029,193594,4
7,6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,97,49880269,245940,0.674,5,-5.453,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940,4
8,5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,94,49880269,213061,0.475,7,-8.797,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061,4
9,7dSZ6zGTQx66c2GF91xCrb,KAROL G,PROVENZA,PROVENZA,"['latin', 'reggaeton', 'reggaeton colombiano']",87,95,25395820,210200,0.516,1,-8.006,0.0541,0.656,0.00823,0.11,0.53,111.005,210200,4
10,69xohKu8C1fsflYAiSNbwM,BTS,Run BTS,Proof,"['k-pop', 'k-pop boy group']",92,87,50895817,204940,0.818,8,-3.747,0.168,0.0201,0.0,0.0358,0.696,77.004,204940,4
11,1PckUlxKqWQs3RlWXVBLw3,Lizzo,About Damn Time,About Damn Time,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",80,95,4711087,191822,0.743,10,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4
12,02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Dreamland (+ Bonus Levels),"['gauze pop', 'indietronica', 'shiver pop']",80,90,2952178,238805,0.525,11,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
13,2rurDawMfoKP4uHyb2kJBt,Shakira,Te Felicito,Te Felicito,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",83,92,23826336,172235,0.636,5,-4.654,0.317,0.234,0.0,0.081,0.575,174.14,172235,4
14,4tYFy8ALRjIZvnvSLw5lxN,Bad Bunny,Party,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,95,49880269,227629,0.799,9,-5.389,0.0897,0.0151,0.000543,0.242,0.471,97.013,227629,4
15,1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Harry's House,['pop'],94,95,21396163,177955,0.728,10,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4
16,0wHFktze2PHC5jDt3B17DC,Jack Harlow,First Class,Come Home The Kids Miss You,"['deep underground hip hop', 'kentucky hip hop', 'rap']",86,85,2238636,173948,0.582,5,-5.902,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948,4
17,5PjdY0CKGZdEuoNab3yDmX,The Kid LAROI,STAY (with Justin Bieber),F*CK LOVE 3: OVER YOU,['australian hip hop'],83,88,3772098,141806,0.764,1,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4
18,2DB4DdfCFMw1iaR6JaR03a,Camila Cabello,Bam Bam (feat. Ed Sheeran),Familia,"['dance pop', 'pop', 'post-teen pop']",83,84,26999877,206071,0.697,8,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4
19,0O6u0VJ46W86TxN9wgyqDj,Post Malone,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,"['dfw rap', 'melodic rap', 'rap']",89,89,37202541,192841,0.67,5,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4
20,41oY4WCTj5kccfesTVFnvN,Bad Bunny,Tarot,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,93,49880269,237895,0.684,11,-3.971,0.0419,0.0225,0.0,0.658,0.419,114.011,237895,4
21,6JIC3hbC28JZKZ8AlAqX8h,Elton John,Cold Heart - PNAU Remix,The Lockdown Sessions,"['glam rock', 'mellow gold', 'piano rock']",82,85,9470340,202735,0.8,1,-6.32,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4
22,1dm6z1fWB0cErMszU25dy2,Bad Bunny,Después de la Playa,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,93,49880269,230400,0.903,5,-3.221,0.307,0.356,0.0,0.175,0.607,78.293,230400,4
23,58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,"['alt z', 'pop']",75,93,258903,184448,0.611,4,-8.271,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,3
24,7FlQk2gJ6TBrHHiidvdR2O,Becky G,MAMIII,ESQUEMAS,"['dance pop', 'latin', 'latin viral pop', 'rap latina', 'reggaeton']",81,80,11648350,226093,0.703,4,-3.554,0.0657,0.0845,0.0,0.138,0.902,94.048,226093,4
25,1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellín,Una Noche en Medellín,"['mambo chileno', 'urbano chileno']",78,92,404916,153750,0.548,10,-5.253,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,153750,4
26,6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,Justice,"['canadian pop', 'pop']",90,89,61898503,153190,0.741,2,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190,4
27,1HhNoOuqm1a5MXYEgAFl8o,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,"['modern rock', 'rock']",86,84,40596619,173381,0.783,11,-4.424,0.266,0.237,0.0,0.434,0.555,77.011,173381,4
28,5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Ratito,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,92,49880269,176936,0.546,0,-7.094,0.0532,0.305,4.55e-05,0.122,0.222,93.05,176936,4
29,4JzCFEc3O2UEdjKzevvFH5,BTS,For Youth,Proof,"['k-pop', 'k-pop boy group']",92,83,50895817,264481,0.511,2,-5.665,0.0368,0.434,0.0,0.248,0.29,116.855,264481,3
30,0T5iIrXA4p5GsubkhuBIKV,Stephen Sanchez,Until I Found You,Until I Found You,['gen z singer-songwriter'],72,90,109937,177720,0.508,10,-6.05,0.0288,0.727,0.0,0.174,0.227,101.358,177720,3
31,32vE1nuG8T9c8bhmZdRY6d,Post Malone,Cooped Up (with Roddy Ricch),Twelve Carat Toothache,"['dfw rap', 'melodic rap', 'rap']",89,81,37202541,185857,0.773,0,-5.619,0.153,0.038,0.0,0.113,0.377,93.923,185857,4
32,5Z9KJZvQzH6PFmb8SNkxuk,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),MONTERO,"['lgbtq+ hip hop', 'pop']",82,85,11150794,212353,0.691,10,-7.395,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353,4
33,7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive house', 'uk dance']",84,88,22791692,214847,0.862,9,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
34,6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Planet Her,"['dance pop', 'pop']",88,92,19570494,172627,0.764,5,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4
35,50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,=,"['pop', 'uk pop']",90,90,98480160,207853,0.859,2,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
36,3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies,Where Are You Now,Where Are You Now,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",77,91,2431210,148197,0.636,6,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4
37,59nOXPmaKlBfGMDeOVGrIK,Future,WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",88,90,11675161,189893,0.642,1,-4.474,0.34,0.314,0.0,0.0686,0.339,83.389,189893,4
38,5LYMamLv12UPbemOaTPyeV,Harry Styles,Music For a Sushi Restaurant,Harry's House,['pop'],94,91,21396163,193813,0.715,11,-4.652,0.04,0.258,0.0568,0.107,0.357,107.041,193813,4
39,6mmPpaltUZK7xjNlBPQQ0p,Rauw Alejandro,Desesperados,VICE VERSA,"['puerto rican pop', 'trap latino']",89,85,11993917,224997,0.694,1,-3.35,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997,4
40,1797zYiX4cKosMH836X9Gt,Bad Bunny,La Corriente,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,91,49880269,198367,0.786,11,-3.51,0.195,0.229,0.0,0.219,0.579,196.12,198367,4
41,0OTNHGKcqQbk51bOYe462Y,Polimá Westcoast,ULTRA SOLO,ULTRA SOLO,"['trap chileno', 'trap latino', 'trap triste', 'urbano chileno']",74,90,217981,227221,0.846,1,-4.495,0.207,0.233,1.92e-05,0.114,0.26,109.982,227221,4
42,1IthE5GNiRzFN5CVaCa445,BTS,Born Singer,Proof,"['k-pop', 'k-pop boy group']",92,82,50895817,238628,0.841,8,-3.334,0.109,0.0354,0.0,0.235,0.684,157.937,238628,4
43,6uvh0In7u1Xn4HgxOfAn8O,Harry Styles,Matilda,Harry's House,['pop'],94,92,21396163,245964,0.294,2,-10.0,0.04,0.896,1.97e-05,0.0966,0.386,114.199,245964,4
44,31i56LZnwE6uSu3exoHjtB,Bad Bunny,Neverita,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,91,49880269,173119,0.498,10,-7.511,0.0478,0.0706,0.0,0.143,0.428,122.016,173119,4
45,5kVZxyMY1gfdCLiChsfjn1,Bad Bunny,Yo No Soy Celoso,Un Verano Sin Ti,"['latin', 'reggaeton', 'trap latino']",100,91,49880269,230704,0.588,0,-6.276,0.0492,0.275,0.0,0.17,0.93,142.004,230704,4
46,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,I Love You.,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",82,90,9256296,240400,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4
47,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,After Hours,"['canadian contemporary r&b', 'canadian pop', 'pop']",91,90,45796183,200040,0.73,1,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
48,51Zw1cKDgkad0CXv23HCMU,Harry Styles,Daylight,Harry's House,['pop'],94,91,21396163,164533,0.445,0,-7.189,0.0398,0.484,0.00144,0.175,0.626,145.5,164533,3
49,3FkeNbs9Zeiqkr3WkbOiGp,Anitta,Envolver,Versions of Me,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",80,79,11754623,193806,0.736,4,-5.421,0.0833,0.152,0.00254,0.0914,0.396,91.993,193806,4
50,4Cdyx3bs8mMYVJWP3wHPXj,Beast,On Rainy Days,Fiction And Fact,"['k-pop', 'k-pop boy group']",49,52,440642,225800,0.612,8,-6.303,0.0574,0.72,0.0,0.106,0.692,90.022,225800,4
51,5K8PXCcGsQ8XZLYKjD3sGj,2NE1,I Am The Best,I Am The Best,"['dance pop', 'k-pop', 'k-pop girl group']",58,0,2194835,208731,0.833,0,-3.728,0.0389,0.00825,0.00322,0.0553,0.712,127.983,208731,4
52,4yHrnHRkY8ZEZUHPdsRno2,SISTAR,So Cool,SO COOL,"['k-pop', 'k-pop girl group']",52,47,886616,201273,0.944,6,-2.635,0.0455,0.0261,0.0,0.416,0.921,128.015,201273,4
53,11UlvFPYzGXfxtrGmPxb55,2NE1,Ugly,2NE1 2nd Mini Album,"['dance pop', 'k-pop', 'k-pop girl group']",58,0,2194835,248711,0.852,8,-2.746,0.0782,0.196,0.0,0.212,0.518,127.966,248711,4
54,1SwZVVH9BnXtLRLi2cbFhw,IU,Good day,REAL,['k-pop'],71,61,7036743,233587,0.882,9,-3.034,0.0654,0.165,0.0,0.0981,0.552,128.027,233587,4
55,2nn67LTofyWzV2in02M5EH,4MEN,Once While Living,The Artist,"['k-pop', 'korean pop']",39,0,95593,234973,0.564,5,-5.607,0.0331,0.792,0.0,0.242,0.133,129.595,234973,4
56,6MRFzR6Pq1ddqOG9w5Hvhh,DAVICHI,안녕이라고 말하지마,Love Delight,"['k-pop', 'korean pop']",55,46,673217,231800,0.712,10,-2.963,0.0291,0.413,0.0,0.0905,0.49,113.98,231800,4
57,0OnYYBxChwtrOcb9xWdhfS,Noel,Missing you,Longing,"['freestyle', 'korean pop']",35,37,30228,232960,0.386,8,-7.089,0.0332,0.66,0.0,0.127,0.403,65.037,232960,4
58,1C56hKi03nXOLjUV0qEvU9,miss A,Good-bye Baby (KOR),A CLASS Special Edition,"['k-pop', 'k-pop girl group']",48,0,803335,228427,0.796,8,-4.127,0.044,0.046,6.23e-05,0.0729,0.766,138.023,228427,4
59,1phJX6gFJPW8G9Zl3IDYyR,2PM,Hands Up -Japanese ver.-,REPUBLIC OF 2PM,"['k-pop', 'k-pop boy group']",52,0,674604,197147,0.887,6,-3.33,0.0413,0.0163,9.56e-05,0.113,0.626,124.996,197147,4
60,7KdvEspeuMRqs5TyTscD7j,Secret,Starlight MoonLight,별빛달빛,"['k-pop', 'k-pop girl group']",35,38,175540,233862,0.773,0,-4.281,0.0487,0.356,0.0,0.166,0.837,130.044,233862,4
61,1dyMRzKZMakJqmOnsUUZ9X,f(x),Hot Summer,Hot Summer - The 1st Album Repackage,"['k-pop', 'k-pop girl group']",51,51,1160102,225787,0.966,2,-1.484,0.0292,0.00431,2.93e-05,0.265,0.783,123.019,225787,4
62,1Uich3MOYxcBw14WavzZpi,Kim Bum Soo,Last Love,SOLISTA Part.2,['korean pop'],43,41,112239,251690,0.335,5,-6.401,0.0397,0.651,0.0,0.119,0.25,141.01,251690,4
63,1sbYF39RmX7liZ1NNM0GTV,2NE1,Lonely,2NE1 2nd Mini Album,"['dance pop', 'k-pop', 'k-pop girl group']",58,0,2194835,209987,0.568,4,-2.787,0.0271,0.23,0.0,0.138,0.391,94.874,209987,4
64,4H3nLd4sDY2OBsugvJc0ql,Wonder Girls,Be My Baby,Wonder World,"['k-pop', 'k-pop girl group']",49,45,553652,211812,0.829,1,-5.511,0.069,0.105,0.0,0.337,0.431,165.027,211812,4
65,27gk7LEKLGipjamUP3T591,Girls' Generation,The Boys,The Boys,"['k-pop', 'k-pop girl group']",61,43,2131227,226893,0.943,1,-0.574,0.0864,0.16,0.0,0.225,0.903,114.991,226893,4
66,69QlYqNJeZG14R4an2aoJv,Beast,Fiction,Fiction And Fact,"['k-pop', 'k-pop boy group']",49,57,440642,234587,0.866,7,-3.81,0.056,0.223,0.0,0.373,0.455,128.041,234587,4
67,6yWUojjtn6IMmZEgHyfblf,Kim Bum Soo,제발,서바이벌 나는 가수다 경연 2 - 서로의 노래 바꿔 부르기,['korean pop'],43,29,112239,281960,0.289,0,-7.394,0.0386,0.593,0.0,0.15,0.193,122.522,281960,4
68,2k8LpbyAlZMDd90GMP8Hde,Secret,Shy Boy,Shy Boy,"['k-pop', 'k-pop girl group']",35,36,175540,218084,0.817,0,-3.447,0.218,0.106,0.0,0.0217,0.858,174.003,218084,4
69,59JkwCdGIMTZYb0j75vebU,HyunA,Bubble Pop!,Bubble Pop!,['k-pop'],56,55,1893728,212245,0.871,10,-4.662,0.0639,0.0842,0.00392,0.285,0.767,146.005,212245,4
70,6pkCSpST4OIpgouWxhAbm6,Mighty Mouth,TOK TOK (ORIGINAL VER.) (feat.Kim Bum Soo),Mighty Fresh,['k-pop'],27,22,8461,230016,0.957,7,-1.484,0.0519,0.165,0.0,0.33,0.875,130.02,230016,4
71,2mTN4GY5Q4XA415KneAK8v,2NE1,Hate You,2nd Mini Album,"['dance pop', 'k-pop', 'k-pop girl group']",58,0,2194835,213147,0.844,9,-2.259,0.0357,0.00374,1.04e-06,0.137,0.743,125.056,213147,4
72,2WuCEjpBwOa1b77sXPSCSH,T-ARA,Cry Cry,Funky Town,"['k-pop', 'k-pop girl group']",50,46,717741,197799,0.85,6,-2.307,0.0468,0.136,0.057,0.0788,0.875,114.98,197799,4
73,5jfcD5wSPp6WXFoB8Jsg0A,Kan Mi Youn,파파라치,Watch,[],19,29,1874,206629,0.927,1,-1.96,0.0947,0.0912,0.0,0.101,0.757,178.02,206629,4
74,13EZgbFLB0FOQqhWhYf3qa,BIGBANG,Tonight,BIGBANG Special Edition,"['k-pop', 'k-pop boy group']",66,0,4837537,223787,0.9,3,-2.57,0.0434,0.0785,0.0,0.413,0.331,129.873,223787,4
75,3wsrJ6OAO1Ut9AGfFqBXSj,GD&TOP,Oh Yeah,GD & TOP,"['k-pop', 'k-rap']",40,0,573928,195023,0.789,9,-2.287,0.0794,0.0215,0.0,0.194,0.588,129.983,195023,4
76,1CkTEh21SLHbiAj2qy8wc1,SISTAR19,Ma Boy,Ma Boy,"['k-pop', 'k-pop girl group']",38,54,171047,196702,0.767,7,-4.752,0.0577,0.353,2.71e-06,0.289,0.768,89.93,196702,4
77,48uwqEenPJeJvFYdrM0qV7,IU,Only I didn't know,REAL+,['k-pop'],71,43,7036743,202109,0.24,0,-8.772,0.0344,0.791,0.0,0.0761,0.117,131.599,202109,4
78,2ERre3uHJBAWFcNESnP2oF,Girl's Day,"TWINKLR, TWINKLR","The First Album Repackage ""FEMALE PRESIDENT""","['k-pop', 'k-pop girl group']",46,0,650471,186493,0.879,8,-2.391,0.0486,0.0462,0.0,0.301,0.464,149.962,186493,4
79,48e4DLoXvpSRwDNpzS92wj,Brown Eyed Girls,Sixth Sense,SIXTH SENSE,"['k-pop', 'k-pop girl group']",42,0,232938,229801,0.907,5,-1.563,0.148,0.0493,0.0,0.361,0.68,127.9,229801,4
80,1CpaOwx6drokgCsQV13Ylg,Secret,Love Is Move,MOVING IN SECRET,"['k-pop', 'k-pop girl group']",35,32,175540,202109,0.961,9,-2.516,0.117,0.036,2.83e-05,0.0116,0.963,160.923,202109,4
81,75MOwSqsFJjpZlIGUw9pkc,GD&TOP,High High,GD & TOP,"['k-pop', 'k-rap']",40,0,573928,186175,0.864,5,-4.505,0.0645,0.00734,0.0,0.0707,0.561,130.001,186175,4
82,6dkwXuZIP1DW4Vu4RCTtRZ,Huh Gak,I Can Only Say I Want to Die,LACRIMOSO,"['k-pop', 'korean pop']",41,14,76556,224366,0.306,2,-7.201,0.0451,0.852,0.0,0.116,0.27,125.651,224366,4
83,1aiveqXHLHN9gU4kSBmgO0,Song Ji Eun,Crazy (feat.Bang Young Kuk),Crazy,"['k-pop', 'korean pop']",39,0,90319,230740,0.718,6,-4.652,0.107,0.306,0.0,0.129,0.245,169.952,230740,4
84,1qDuEK0fl70kIKjYOmvESY,f(x),피노키오 (Danger),'Hot Summer' f(x) 1st Album Repackage,"['k-pop', 'k-pop girl group']",51,0,1160102,191640,0.888,11,-1.369,0.12,0.117,0.0,0.328,0.879,118.023,191640,4
85,5CCQr52OAAbovNfuK0I6Lx,CNBLUE,Intuition,FIRST STEP,"['k-pop', 'k-pop boy group']",47,40,653220,221518,0.869,2,-3.008,0.0976,0.0646,0.0,0.0249,0.862,112.057,221518,4
86,6QTBYKLlV2PQniwAWrBV2z,SUPER JUNIOR,Mr. Simple,Mr. Simple - The 5th Album,"['k-pop', 'k-pop boy group']",58,56,2226260,241827,0.745,1,-2.837,0.0506,0.000219,0.00208,0.0622,0.795,127.996,241827,4
87,6oAHHl93XiWHglVLI4SfBX,K.Will,My heart is beating,My Heart is Beating,"['k-pop', 'korean pop']",49,38,326153,210495,0.713,2,-4.935,0.0288,0.563,0.0,0.119,0.465,106.835,210495,4
88,0G5vfSwmepxhObl1ZnkH6p,Shin Giwon Piano,You and I,IU Music Piano Collection,['korean instrumental'],48,0,40110,245373,0.257,11,-13.694,0.037,0.991,0.927,0.119,0.139,134.02,245373,4
89,0KB03qfR1bcMmZ6tO4HPzd,Verbal Jint,좋아보여 (feat. 검정치마),Go Easy,"['k-rap', 'korean old school hip hop']",46,0,67957,208253,0.878,10,-3.506,0.25,0.233,0.0,0.243,0.641,87.998,208253,4
90,4ZF9cyuudIyAePo1itE9oA,BIGBANG,Love Song,BIGBANG Special Edition,"['k-pop', 'k-pop boy group']",66,0,4837537,225813,0.867,2,-3.9,0.0454,0.00281,1.04e-05,0.0725,0.309,123.04,225813,4
91,7Cgq7A7xaCbJr4MYvLU93U,BIGBANG,Cafe,BIGBANG Special Edition,"['k-pop', 'k-pop boy group']",66,0,4837537,222720,0.749,5,-5.296,0.0407,0.0881,0.0,0.326,0.733,106.049,222720,4
92,6guXHNDyqlHfnNkMY3qCsa,SISTAR,How Dare You,SO COOL,"['k-pop', 'k-pop girl group']",52,33,886616,186044,0.947,7,-3.887,0.0577,0.104,0.0,0.0492,0.865,127.991,186044,4
93,3n7kzEOybmHwLMGLKzayaq,IU&Kim Yuna,Ice Flower (feat. Kim Se Hwang),Ice Flower,[],9,25,1256,214256,0.866,10,-2.399,0.0908,0.108,0.0,0.147,0.53,175.853,214256,4
94,2NpwIhFPLIxWkUzuT9chKv,Sunny Hill,Midnight Circus,MIDNIGHT CIRCUS,"['k-pop', 'k-pop girl group']",27,30,48775,208797,0.946,1,-2.821,0.041,0.0136,5.07e-06,0.0505,0.932,134.042,208797,4
95,3zqCB4Zni01UnF8BWR1qwJ,Brown Eyed Girls,클렌징크림,클렌징크림,"['k-pop', 'k-pop girl group']",42,0,232938,213493,0.713,5,-3.517,0.0429,0.415,0.0,0.0967,0.466,165.736,213493,4
96,3BgxkFPD4qCHk8Gqzcs8cM,10cm,아메리카노 Americano,아메리카노 Americano,"['k-indie', 'k-pop', 'korean pop']",57,32,342172,156560,0.725,4,-4.596,0.0429,0.092,0.0,0.116,0.25,166.011,156560,4
97,6k6Llm7Kw3Ad1Xo1e6sIcR,10cm,Love in the Milky Way Cafe,1.0,"['k-indie', 'k-pop', 'korean pop']",57,40,342172,172760,0.333,11,-8.68,0.0357,0.246,0.0,0.222,0.673,121.831,172760,4
98,00qBUW7bTmylBRzZ1dIzLW,BIGBANG,What Is Right,Tonight,"['k-pop', 'k-pop boy group']",66,0,4837537,224320,0.89,8,-2.779,0.0367,0.235,0.0,0.204,0.737,126.037,224320,4
99,50JMmvCIMZCniuFeCOsRc4,After School,Shampoo,VIRGIN,"['k-pop', 'k-pop girl group']",42,45,282543,274756,0.907,4,-4.525,0.0346,0.201,0.0,0.106,0.628,126.94,274756,4
100,76vLOcSPwCr4BHQSO7Ihis,Kim Yeon Woo,나와 같다면,서바이벌 나는 가수다 경연 3-2 - 네티즌 추천곡,['korean pop'],32,29,29624,218546,0.467,5,-5.762,0.0424,0.781,0.0,0.668,0.283,75.611,218546,4
101,6MRNnzPJoUXb7ADIeJaDTT,Yoon Mirae,"Get It In (feat.Tiger JK, Jung In) (Korean Ver.)",Get It In (The Creators Project),"['k-pop', 'korean ost', 'korean pop', 'korean r&b']",52,17,272911,253440,0.872,1,-3.404,0.105,0.0291,1.84e-06,0.0873,0.325,122.052,253440,4
102,5FPaK0UNFA124uvUMJgIFE,MBLAQ,Mona Lisa,Mona Lisa,"['k-pop', 'k-pop boy group']",38,44,269341,221532,0.863,11,-4.96,0.0651,0.0535,0.0,0.399,0.796,127.042,221532,4
103,2Vs5y1cLMIbZHUy3E3dhS9,4Minute,Heart To Heart,Heart To Heart,"['k-pop', 'k-pop girl group']",50,37,1026042,231549,0.72,6,-3.531,0.0404,0.403,0.0,0.0578,0.548,129.961,231549,4
104,4DnPw4EevIVK6tf5YTzaDV,Tablo,Bad (나쁘다) [feat. Jinsil],Fever's End (열꽃),"['k-pop', 'k-rap', 'korean r&b']",45,0,213088,243120,0.621,9,-7.184,0.0642,0.118,0.000147,0.0787,0.591,123.967,243120,4
105,03UrZgTINDqvnUMbbIMhql,PSY,Gangnam Style (강남스타일),Gangnam Style (강남스타일),"['k-pop', 'k-rap', 'korean old school hip hop']",70,74,1392019,219493,0.937,11,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067,219493,4
106,40gUfKHwCNLpXowFN9Hvsu,SISTAR,Alone,ALONE,"['k-pop', 'k-pop girl group']",52,53,886616,206267,0.961,4,-2.316,0.0371,0.263,0.0,0.146,0.89,114.982,206267,4
107,0a3Zd8Bjs8WvnrRfYQQVAL,Busker Busker,Cherry Blossom Ending,Busker Busker 1st,"['k-indie', 'k-rock', 'korean pop']",38,0,34191,260518,0.669,9,-5.303,0.0312,0.739,0.0,0.138,0.663,119.953,260518,4
108,65w0pdINTiQjWBaE4Rws9Y,SISTAR,Loving U,Summer Special 'Loving U',"['k-pop', 'k-pop girl group']",52,50,886616,217966,0.857,9,-2.084,0.0753,0.188,0.0,0.306,0.906,124.999,217966,4
109,1loPQ6y3EfSW0i7RhGO6Ml,BIGBANG,FANTASTIC BABY,ALIVE (MONSTER EDITION),"['k-pop', 'k-pop boy group']",66,30,4837537,231640,0.826,11,-3.471,0.0745,0.00494,0.0,0.048,0.461,129.99,231640,4
110,1JL0TVbkCaJM4d5n1ReWDN,2NE1,I LOVE YOU,I LOVE YOU,"['dance pop', 'k-pop', 'k-pop girl group']",58,30,2194835,237347,0.837,0,-4.132,0.0357,0.0274,0.0,0.216,0.49,125.01,237347,4
111,5TkU8dzEi3UcxyYntZWHzI,Busker Busker,First Love,Busker Busker 1st,"['k-indie', 'k-rock', 'korean pop']",38,0,34191,209762,0.844,0,-4.031,0.0602,0.267,1.36e-06,0.108,0.686,119.918,209762,4
112,0jyFdJsPFkj7zzoXzW0vMD,Busker Busker,Yeosu Night Sea,Busker Busker 1st,"['k-indie', 'k-rock', 'korean pop']",38,0,34191,279909,0.498,4,-6.182,0.042,0.348,7.83e-06,0.0958,0.227,199.192,279909,3
113,5m2tbM2w8mG76uwFgla2iF,IU,Every End of the Day,The Spring of Twenty,['k-pop'],71,48,7036743,242207,0.79,10,-4.482,0.0294,0.0813,0.0,0.311,0.387,108.939,242207,4
